reportts,acnum,pos,egtm
2019-06-07 01:42:23,VQ-BGU,1,27.674321229590987
2019-06-21 07:39:46,VQ-BGU,1,30.049540778527557
2019-03-14 23:44:02,VQ-BGU,1,34.59811966733446
2019-03-14 06:18:02,VQ-BGU,1,30.049540778527557
2019-06-19 18:29:05,VQ-BGU,1,26.199981111845318
2019-06-25 18:21:12,VQ-BGU,1,26.199981111845318
2019-02-22 23:51:21,VQ-BGU,1,32.376192779198504
2019-01-18 11:57:43,VQ-BGU,1,32.376192779198504
2019-07-06 17:09:17,VQ-BGU,1,34.88221354459705
2019-02-16 17:04:06,VQ-BGU,1,30.99365108767563
2019-04-02 09:45:09,VQ-BGU,1,34.88221354459705
2019-01-05 01:06:24,VQ-BGU,1,37.58841712292718
2019-01-11 01:27:02,VQ-BGU,1,46.2065349207046
2019-01-24 16:31:32,VQ-BGU,1,37.58841712292718
2019-07-22 12:42:52,VQ-BGU,1,42.70272949244304
2019-01-18 07:53:04,VQ-BGU,1,42.70272949244304
2018-12-25 20:49:27,VQ-BGU,1,42.70272949244304
2019-05-14 14:51:16,VQ-BGU,1,25.702702787817998
2019-05-23 04:09:58,VQ-BGU,1,25.702702787817998
2019-04-08 23:44:04,VQ-BGU,1,33.065625716510226
2019-02-11 16:58:19,VQ-BGU,1,35.49398381508536
2019-02-17 17:03:48,VQ-BGU,1,36.508368244120334
2019-01-09 13:25:46,VQ-BGU,1,35.49398381508536
2019-08-26 12:17:13,VQ-BGU,1,26.331245789624063
2019-06-04 03:50:47,VQ-BGU,1,26.331245789624063
2019-02-02 10:16:40,VQ-BGU,1,35.18530741339765
2019-03-31 01:53:53,VQ-BGU,1,35.18530741339765
2019-08-05 07:13:08,VQ-BGU,1,28.44267585923899
2019-08-26 07:16:24,VQ-BGU,1,28.44267585923899
2019-03-30 11:58:36,VQ-BGU,1,28.44267585923899
2019-05-01 09:03:48,VQ-BGU,1,31.038004273722777
2019-04-01 09:15:40,VQ-BGU,1,31.038004273722777
2019-03-01 23:02:39,VQ-BGU,1,31.038004273722777
2019-06-13 01:45:38,VQ-BGU,1,34.009204145138256
2019-02-12 04:57:30,VQ-BGU,1,25.485339796755
2019-06-21 15:12:10,VQ-BGU,1,27.67809413151474
2019-05-01 18:58:16,VQ-BGU,1,26.758391849898317
2019-08-23 22:45:15,VQ-BGU,1,27.67809413151474
2019-02-28 23:32:53,VQ-BGU,1,26.758391849898317
2019-08-17 16:01:30,VQ-BGU,1,24.229453477163474
2019-05-09 14:20:36,VQ-BGU,1,24.229453477163474
2019-01-07 01:18:12,VQ-BGU,1,44.47939913051141
2019-01-22 12:15:25,VQ-BGU,1,44.47939913051141
2019-08-22 09:17:29,VQ-BGU,1,26.628090914788174
2019-04-24 07:03:38,VQ-BGU,1,26.628090914788174
2019-03-13 07:34:24,VQ-BGU,1,30.860213443813223
2019-03-31 20:01:27,VQ-BGU,1,30.860213443813223
2019-05-22 03:48:57,VQ-BGU,1,30.860213443813223
2019-01-19 07:57:47,VQ-BGU,1,29.18240642617559
2019-05-14 07:28:12,VQ-BGU,1,28.424101213652023
2019-07-21 18:31:39,VQ-BGU,1,28.424101213652023
2019-04-06 20:34:06,VQ-BGU,1,28.828109679536908
2018-12-28 01:55:57,VQ-BGU,1,29.877853597480055
2019-03-31 14:14:26,VQ-BGU,1,29.877853597480055
2019-07-29 22:19:01,VQ-BGU,1,29.877853597480055
2019-04-19 10:01:39,VQ-BGU,1,31.23049162753125
2019-02-13 08:26:11,VQ-BGU,1,31.23049162753125
2019-08-27 13:44:40,VQ-BGU,1,31.043240316989
2019-03-13 16:06:44,VQ-BGU,1,31.043240316989
2019-01-04 20:04:15,VQ-BGU,1,31.043240316989
2019-08-05 15:16:56,VQ-BGU,1,27.20687124363309
2019-06-20 13:56:04,VQ-BGU,1,27.20687124363309
2019-03-06 07:55:19,VQ-BGU,1,28.15854372390436
2019-08-15 15:26:08,VQ-BGU,1,28.15854372390436
2019-08-12 14:17:32,VQ-BGU,1,23.77769430731314
2019-04-15 13:53:20,VQ-BGU,1,23.77769430731314
2019-01-11 11:26:49,VQ-BGU,1,36.55412590143146
2019-03-08 11:53:59,VQ-BGU,1,36.55412590143146
